id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
2304,lenovo,600.0,$,gray,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Virtual Reality Ready, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,amd ryzen 5,3.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2308,hp,454.2,$,blue,"B&O Play Sound, Edge-to-Edge Display, microSD Card Slot, Slim Design, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been ""certified factory refurbished"" by hp direct (not by 3rd party) to brand new condition and is backed by a hp factory warranty. looks just ""like new"" sealed in a hp box. hp warranty card. all original accessories included! you wont see a difference. save big!!!",amd,amd ryzen 7,4.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,8.0,gb
2316,lenovo,1012.5,$,other,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,intel core i5 10th generation,2.50,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,8.0,gb
2317,lenovo,150.0,$,black,"Touchscreen, Built-In Webcam, Built-in Wi-Fi Adapter, Built-in Speakers, 2160 x 1440 12 inch LCD display, EPEAT Gold certified energy efficient, Built-In Microphone, Built-in Bluetooth Adapter, 1.2 GHz Dual-core Intel Core i5-7Y54 cpu w/ 4 MB cache",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 7th gen,1.20,GHz,notebook/laptop,2160.0,1440.0,unknown,ssd,256.0,gb,256.0,gb,12,8.0,gb
2336,dell,600.0,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Webcam, Optical Drive, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell inspiron 7720 17.3"" i7-3630qm@2.4ghz 16gb/2tb ssd+2tb hdd blue ray 1920x1080 win10pro,office2019pro,minor cosmetics and slight scratches unit was tested for all key functions and is in good condition. tested for key functions, is ready for resale. this unit has win 10 pro 64 bits installed and activated",intel,i7-3630qm@2.4ghz,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,2.0,tb,2.0,tb,17.3,16.0,gb
2341,dell,420.0,$,other,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1366.0,768.0,windows,ssd,1.0,tb,1.0,tb,15.6,32.0,gb
2345,asus,172.8,$,pink,Built-in Webcam,Undefined,Undefined,undefined,intel,intel pentium silver,1.10,GHz,notebook/laptop,1360.0,768.0,windows,emmc,64.0,gb,64.0,gb,14,4.0,gb
2347,lenovo,188.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition ready to ship. fresh windows 10 image.,intel,intel core i5 8th generation,1.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2348,hp,100.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,500.0,gb,128.0,gb,15.6,8.0,gb
2351,dell,100.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","windows 10 dell laptop in good condition, tested, cleaned, and imaged, and in fully working condition. this dell laptop (3190) was used before and will show normal signs of use and handling. the lcd is not broken and the laptop 3190 can still be used, the lcd may have small scratches that are common with opening and closing of these dell laptops.",other,i7 7th,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,64.0,gb,64.0,gb,11,16.0,gb
2360,dell,299.0,$,bronze,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",minor dent on the cover and scratches on the base. includes dell ac adapter/charger.,amd,amd ryzen 5,2.10,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2362,dell,249.0,$,other,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used, tested and working. laptops are in great condition. screens have no dead pixels or spots. includes an ac adapter.",intel,intel core i5 8th generation,1.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,13.3,8.0,gb
2369,acer,273.0,$,silver,"Thin & Light, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been factory refurbished by acer direct to brand new condition and is backed by a 90-day direct acer warranty. looks just ""like new"" sealed in a acer box. acer warranty card. all original accessories included! you wont see a difference. save big!!!",other,amd ryzen 3,3.50,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,15.6.,4.0,gb
2370,lenovo,350.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,amd ryzen 7 pro 4750u,1.70,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,512.0,gb,512.0,gb,14,16.0,gb
2377,dell,180.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
2378,dell,87.3,$,black,Touchscreen,Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
2384,hp,80.0,$,multicolor,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and r2 certified. shows normal signs of use but no major cracks. each unit comes with a certificate of testing for quality assurance. these computers were used before and will show small signs of use and handling with nothing major, the screen is not cracked and the computer has been tested by certified hp chromebook technicians and guaranteed to function normally",intel,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,14,4.0,gb
2389,hp,370.0,$,silver,"Bluetooth,  Built-in Webcam,  Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2390,hp,200.0,$,multicolor,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Wi-Fi,  Dual Band Wireless AC",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",good condition- unit has minor cosmetic flaws (read description) and a non-functional fingerprint scanner- clean installation of windows 11 pro- 1 year warranty (not including cosmetic issues listed in description and the fingerprint scanner)-auction is for 1 unit and 1 genuine adapter.,intel,intel core i7 8th generation,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
2394,hp,85.0,$,multicolor,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",1-year allstate warranty. the original hp charger is included.,intel,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,14,4.0,gb
2395,lenovo,75.0,$,multicolor,"Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",1-year allstate warranty. the original hp charger is included.,intel,intel celeron n,2.40,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,11.6,4.0,gb
